prompt,steps,temperature,timestamp,level_file_path,shannon_entropy,normalized_entropy,playability,normalized_playability,difficulty,aesthetic,normalized_aesthetic
little pipes no enemies some blocks high elevation,700,2.5,1725652288308,../sampling/generated_level/generated_level_1725652288308_35.txt,2.3097643268683656,0.69,-100,0.0,35.239168,10,1.0
little pipes no enemies many blocks low elevation,700,2.5,1725652288308,../sampling/generated_level/generated_level_1725652288308_36.txt,3.7636498274998313,1.0,1,1.0,75.60197,-20,0.0
little pipes no enemies many blocks high elevation,700,2.5,1725652288308,../sampling/generated_level/generated_level_1725652288308_37.txt,1.598874271808448,0.48,-100,0.0,67.179565,10,1.0
little pipes little enemies little blocks low elevation,700,2.5,1725652288308,../sampling/generated_level/generated_level_1725652288308_38.txt,2.9008435934686245,0.87,1,1.0,84.21681,10,1.0
little pipes little enemies little blocks high elevation,700,2.5,1725652288308,../sampling/generated_level/generated_level_1725652288308_39.txt,2.6177642437190776,0.79,1,1.0,63.7507,-10,0.0
little pipes little enemies some blocks low elevation,700,2.5,1725652310172,../sampling/generated_level/generated_level_1725652310172_40.txt,2.4983828123772507,0.75,1,1.0,79.61008500000001,10,1.0
little pipes little enemies some blocks high elevation,700,2.5,1725652310172,../sampling/generated_level/generated_level_1725652310172_41.txt,0.6497674851924529,0.19,1,1.0,46.24882,10,1.0
little pipes little enemies many blocks low elevation,700,2.5,1725652310172,../sampling/generated_level/generated_level_1725652310172_42.txt,1.1166450310575704,0.33,-100,0.0,0.0,-30,0.0
little pipes little enemies many blocks high elevation,700,2.5,1725652310172,../sampling/generated_level/generated_level_1725652310172_43.txt,0.9796224790953154,0.29,1,1.0,63.46019,10,1.0
little pipes some enemies little blocks low elevation,700,2.5,1725652310172,../sampling/generated_level/generated_level_1725652310172_44.txt,1.941748694940283,0.58,-100,0.0,0.0,-10,0.0
little pipes some enemies little blocks high elevation,700,2.5,1725652310172,../sampling/generated_level/generated_level_1725652310172_45.txt,3.4584149334346814,1.0,1,1.0,56.09953,-10,0.0
little pipes some enemies some blocks low elevation,700,2.5,1725652310172,../sampling/generated_level/generated_level_1725652310172_46.txt,0.7115328773434788,0.21,1,1.0,49.23736,10,1.0
little pipes some enemies some blocks high elevation,700,2.5,1725652310172,../sampling/generated_level/generated_level_1725652310172_47.txt,2.7871182863602417,0.84,-100,0.0,0.0,-20,0.0
little pipes some enemies many blocks low elevation,700,2.5,1725652332035,../sampling/generated_level/generated_level_1725652332035_48.txt,0.7455061679699692,0.22,1,1.0,45.78512250000001,10,1.0
little pipes some enemies many blocks high elevation,700,2.5,1725652332035,../sampling/generated_level/generated_level_1725652332035_49.txt,-0.0343402777118017,0,-100,0.0,0.0,10,1.0
little pipes many enemies little blocks low elevation,700,2.5,1725652332035,../sampling/generated_level/generated_level_1725652332035_50.txt,3.320621848768778,1.0,1,1.0,63.52908,-30,0.0
little pipes many enemies little blocks high elevation,700,2.5,1725652332035,../sampling/generated_level/generated_level_1725652332035_51.txt,1.1673500480535313,0.35,1,1.0,81.37223,10,1.0
little pipes many enemies some blocks low elevation,700,2.5,1725652332035,../sampling/generated_level/generated_level_1725652332035_52.txt,1.8409795643364755,0.55,1,1.0,81.038835,10,1.0
little pipes many enemies some blocks high elevation,700,2.5,1725652332035,../sampling/generated_level/generated_level_1725652332035_53.txt,1.725732636024404,0.52,1,1.0,91.67241,10,1.0
little pipes many enemies many blocks low elevation,700,2.5,1725652332035,../sampling/generated_level/generated_level_1725652332035_54.txt,-0.08107329641902217,0,1,1.0,44.910205,-30,0.0
little pipes many enemies many blocks high elevation,700,2.5,1725652332035,../sampling/generated_level/generated_level_1725652332035_55.txt,-0.37298100338826,0,1,1.0,48.409802000000006,10,1.0
some pipes no enemies little blocks low elevation,700,2.5,1725652353886,../sampling/generated_level/generated_level_1725652353886_56.txt,3.2545706736929376,1.0,1,1.0,51.27361750000001,10,1.0
some pipes no enemies little blocks high elevation,700,2.5,1725652353887,../sampling/generated_level/generated_level_1725652353887_57.txt,3.222255084868265,1.0,1,1.0,54.416462499999994,10,1.0
some pipes no enemies some blocks low elevation,700,2.5,1725652353887,../sampling/generated_level/generated_level_1725652353887_58.txt,1.122242171902814,0.34,1,1.0,76.47818000000001,10,1.0
some pipes no enemies some blocks high elevation,700,2.5,1725652353887,../sampling/generated_level/generated_level_1725652353887_59.txt,2.539589068527211,0.76,1,1.0,63.052820000000004,-10,0.0
some pipes no enemies many blocks low elevation,700,2.5,1725652353887,../sampling/generated_level/generated_level_1725652353887_60.txt,3.362670677647271,1.0,1,1.0,74.395235,10,1.0
some pipes no enemies many blocks high elevation,700,2.5,1725652353887,../sampling/generated_level/generated_level_1725652353887_61.txt,1.3743138355478612,0.41,1,1.0,88.238355,10,1.0
some pipes little enemies little blocks low elevation,700,2.5,1725652353887,../sampling/generated_level/generated_level_1725652353887_62.txt,2.9304865531666247,0.88,1,1.0,84.54422,-20,0.0
some pipes little enemies little blocks high elevation,700,2.5,1725652353887,../sampling/generated_level/generated_level_1725652353887_63.txt,3.4725030745451626,1.0,1,1.0,96.01695,-30,0.0
some pipes little enemies some blocks low elevation,700,2.5,1725652375774,../sampling/generated_level/generated_level_1725652375774_64.txt,3.168175590383018,1.0,1,1.0,63.39541,10,1.0
some pipes little enemies some blocks high elevation,700,2.5,1725652375774,../sampling/generated_level/generated_level_1725652375774_65.txt,2.730355868052052,0.82,1,1.0,76.53294500000001,-30,0.0
some pipes little enemies many blocks low elevation,700,2.5,1725652375774,../sampling/generated_level/generated_level_1725652375774_66.txt,-0.2029025041390784,0,1,1.0,41.78956,10,1.0
some pipes little enemies many blocks high elevation,700,2.5,1725652375774,../sampling/generated_level/generated_level_1725652375774_67.txt,0.9821365118634431,0.29,-100,0.0,36.158908000000004,10,1.0
some pipes some enemies little blocks low elevation,700,2.5,1725652375774,../sampling/generated_level/generated_level_1725652375774_68.txt,1.779096694791025,0.53,1,1.0,95.104565,10,1.0
some pipes some enemies little blocks high elevation,700,2.5,1725652375774,../sampling/generated_level/generated_level_1725652375774_69.txt,1.2010247460271788,0.36,1,1.0,81.42758,-20,0.0
some pipes some enemies some blocks low elevation,700,2.5,1725652375774,../sampling/generated_level/generated_level_1725652375774_70.txt,2.9929555728507173,0.9,1,1.0,68.73563,10,1.0
some pipes some enemies some blocks high elevation,700,2.5,1725652375774,../sampling/generated_level/generated_level_1725652375774_71.txt,2.14881535783219,0.64,1,1.0,173.0486,-30,0.0
some pipes some enemies many blocks low elevation,700,2.5,1725652397673,../sampling/generated_level/generated_level_1725652397673_72.txt,2.8954813744723946,0.87,1,1.0,73.79214999999999,-70,0.0
some pipes some enemies many blocks high elevation,700,2.5,1725652397673,../sampling/generated_level/generated_level_1725652397673_73.txt,3.3909009450760856,1.0,-100,0.0,0.0,10,1.0
some pipes many enemies little blocks low elevation,700,2.5,1725652397673,../sampling/generated_level/generated_level_1725652397673_74.txt,3.17498087341568,1.0,1,1.0,59.583580000000005,10,1.0
some pipes many enemies little blocks high elevation,700,2.5,1725652397673,../sampling/generated_level/generated_level_1725652397673_75.txt,1.0985878960124222,0.33,1,1.0,103.80779,10,1.0
some pipes many enemies some blocks low elevation,700,2.5,1725652397673,../sampling/generated_level/generated_level_1725652397673_76.txt,0.4212553620120879,0.13,-100,0.0,105.304885,10,1.0
some pipes many enemies some blocks high elevation,700,2.5,1725652397673,../sampling/generated_level/generated_level_1725652397673_77.txt,2.456031356331142,0.74,-100,0.0,13.993935,10,1.0
some pipes many enemies many blocks low elevation,700,2.5,1725652397673,../sampling/generated_level/generated_level_1725652397673_78.txt,-0.2681763172650662,0,1,1.0,80.78150000000001,10,1.0
some pipes many enemies many blocks high elevation,700,2.5,1725652397673,../sampling/generated_level/generated_level_1725652397673_79.txt,1.1402840386421358,0.34,1,1.0,108.295955,-10,0.0
many pipes no enemies little blocks low elevation,700,2.5,1725652419530,../sampling/generated_level/generated_level_1725652419530_80.txt,1.856664563530623,0.56,-100,0.0,0.0,-10,0.0
many pipes no enemies little blocks high elevation,700,2.5,1725652419530,../sampling/generated_level/generated_level_1725652419530_81.txt,2.899101645022059,0.87,1,1.0,90.722425,10,1.0
many pipes no enemies some blocks low elevation,700,2.5,1725652419530,../sampling/generated_level/generated_level_1725652419530_82.txt,2.7210525849466896,0.82,-100,0.0,17.059380500000003,-80,0.0
many pipes no enemies some blocks high elevation,700,2.5,1725652419530,../sampling/generated_level/generated_level_1725652419530_83.txt,2.2924685352150798,0.69,1,1.0,104.55497000000001,-90,0.0
many pipes no enemies many blocks low elevation,700,2.5,1725652419530,../sampling/generated_level/generated_level_1725652419530_84.txt,2.1134070868475545,0.63,1,1.0,90.729125,10,1.0
many pipes no enemies many blocks high elevation,700,2.5,1725652419530,../sampling/generated_level/generated_level_1725652419530_85.txt,1.7825683648344823,0.53,1,1.0,101.2392,-30,0.0
many pipes little enemies little blocks low elevation,700,2.5,1725652419530,../sampling/generated_level/generated_level_1725652419530_86.txt,3.4429700862942187,1.0,1,1.0,75.08675,-10,0.0
many pipes little enemies little blocks high elevation,700,2.5,1725652419530,../sampling/generated_level/generated_level_1725652419530_87.txt,2.473184371434786,0.74,-100,0.0,16.868803500000002,10,1.0
many pipes little enemies some blocks low elevation,700,2.5,1725652441429,../sampling/generated_level/generated_level_1725652441429_88.txt,2.0479144528282873,0.61,1,1.0,86.76474,10,1.0
many pipes little enemies some blocks high elevation,700,2.5,1725652441429,../sampling/generated_level/generated_level_1725652441429_89.txt,1.1976523439228743,0.36,-100,0.0,102.443505,-10,0.0
many pipes little enemies many blocks low elevation,700,2.5,1725652441429,../sampling/generated_level/generated_level_1725652441429_90.txt,1.7505286224972547,0.53,-100,0.0,61.015085,-30,0.0
many pipes little enemies many blocks high elevation,700,2.5,1725652441429,../sampling/generated_level/generated_level_1725652441429_91.txt,2.7143508999016266,0.81,1,1.0,61.155007000000005,-100,0.0
many pipes some enemies little blocks low elevation,700,2.5,1725652441429,../sampling/generated_level/generated_level_1725652441429_92.txt,2.369508611671433,0.71,-100,0.0,67.15725499999999,-20,0.0
many pipes some enemies little blocks high elevation,700,2.5,1725652441429,../sampling/generated_level/generated_level_1725652441429_93.txt,2.1199184352679303,0.64,-100,0.0,0.0,10,1.0
many pipes some enemies some blocks low elevation,700,2.5,1725652441429,../sampling/generated_level/generated_level_1725652441429_94.txt,2.5281525811089915,0.76,1,1.0,74.822885,-10,0.0
many pipes some enemies some blocks high elevation,700,2.5,1725652441430,../sampling/generated_level/generated_level_1725652441430_95.txt,3.0752239005310535,1.0,1,1.0,108.93213,10,1.0
many pipes some enemies many blocks low elevation,700,2.5,1725652463337,../sampling/generated_level/generated_level_1725652463337_96.txt,2.410072980562023,0.72,-100,0.0,26.256525,-40,0.0
many pipes some enemies many blocks high elevation,700,2.5,1725652463337,../sampling/generated_level/generated_level_1725652463337_97.txt,-0.33070505463393896,0,-100,0.0,63.553247,10,1.0
many pipes many enemies little blocks low elevation,700,2.5,1725652463337,../sampling/generated_level/generated_level_1725652463337_98.txt,1.5528971316138707,0.47,1,1.0,90.17836499999999,-10,0.0
many pipes many enemies little blocks high elevation,700,2.5,1725652463337,../sampling/generated_level/generated_level_1725652463337_99.txt,2.1599957564062136,0.65,1,1.0,104.441245,-40,0.0
many pipes many enemies some blocks low elevation,700,2.5,1725652463337,../sampling/generated_level/generated_level_1725652463337_100.txt,1.5945838579306946,0.48,-100,0.0,73.31585,-10,0.0
many pipes many enemies some blocks high elevation,700,2.5,1725652463337,../sampling/generated_level/generated_level_1725652463337_101.txt,1.7193132303859655,0.52,1,1.0,96.05199999999999,-100,0.0
many pipes many enemies many blocks low elevation,700,2.5,1725652463337,../sampling/generated_level/generated_level_1725652463337_102.txt,2.3669542417199625,0.71,1,1.0,106.8329,10,1.0
many pipes many enemies many blocks high elevation,700,2.5,1725652463337,../sampling/generated_level/generated_level_1725652463337_103.txt,0.05490496014893631,0.02,-100,0.0,51.122025,-40,0.0
no pipes no enemies little blocks low elevation,700,2.5,1725652485252,../sampling/generated_level/generated_level_1725652485252_0.txt,1.9630836809386132,0.59,1,1.0,81.210025,10,1.0
no pipes no enemies little blocks high elevation,700,2.5,1725652485252,../sampling/generated_level/generated_level_1725652485252_1.txt,2.597384559417144,0.78,1,1.0,63.519577,10,1.0
no pipes no enemies little blocks low elevation,700,2.5,1725652485252,../sampling/generated_level/generated_level_1725652485252_2.txt,2.469059842878941,0.74,1,1.0,80.63777000000002,10,1.0
no pipes no enemies little blocks high elevation,700,2.5,1725652485252,../sampling/generated_level/generated_level_1725652485252_3.txt,1.5,0.45,-100,0.0,98.95269,10,1.0
no pipes no enemies some blocks low elevation,700,2.5,1725652485252,../sampling/generated_level/generated_level_1725652485252_4.txt,3.516081289352801,1.0,1,1.0,86.470445,10,1.0
no pipes no enemies some blocks high elevation,700,2.5,1725652485253,../sampling/generated_level/generated_level_1725652485253_5.txt,2.8155366321389588,0.84,1,1.0,106.62437000000001,-40,0.0
no pipes no enemies many blocks low elevation,700,2.5,1725652485253,../sampling/generated_level/generated_level_1725652485253_6.txt,0.06961066617861755,0.02,1,1.0,48.10405,-10,0.0
no pipes no enemies many blocks high elevation,700,2.5,1725652485253,../sampling/generated_level/generated_level_1725652485253_7.txt,0.10452156684756142,0.03,1,1.0,75.018695,-30,0.0
no pipes little enemies little blocks low elevation,700,2.5,1725652507162,../sampling/generated_level/generated_level_1725652507162_8.txt,2.2918270059004264,0.69,1,1.0,66.60494999999999,10,1.0
no pipes little enemies little blocks high elevation,700,2.5,1725652507162,../sampling/generated_level/generated_level_1725652507162_9.txt,1.341901188909337,0.4,1,1.0,73.61564999999999,10,1.0
no pipes little enemies little blocks low elevation,700,2.5,1725652507162,../sampling/generated_level/generated_level_1725652507162_10.txt,0.8112781244591329,0.24,1,1.0,62.919577,-10,0.0
no pipes little enemies little blocks high elevation,700,2.5,1725652507162,../sampling/generated_level/generated_level_1725652507162_11.txt,0.6682958340544896,0.2,1,1.0,87.693035,10,1.0
no pipes little enemies some blocks low elevation,700,2.5,1725652507162,../sampling/generated_level/generated_level_1725652507162_12.txt,1.5756270899342615,0.47,1,1.0,80.89681,10,1.0
no pipes little enemies some blocks high elevation,700,2.5,1725652507162,../sampling/generated_level/generated_level_1725652507162_13.txt,2.1861384155437795,0.66,1,1.0,113.58815,10,1.0
no pipes little enemies many blocks low elevation,700,2.5,1725652507162,../sampling/generated_level/generated_level_1725652507162_14.txt,1.342148531874175,0.4,1,1.0,61.859235,10,1.0
no pipes little enemies many blocks high elevation,700,2.5,1725652507162,../sampling/generated_level/generated_level_1725652507162_15.txt,2.1572899433172146,0.65,1,1.0,193.444035,10,1.0
no pipes some enemies little blocks low elevation,700,2.5,1725652529048,../sampling/generated_level/generated_level_1725652529048_16.txt,1.8531091881985466,0.56,1,1.0,81.44314000000001,10,1.0
no pipes some enemies little blocks high elevation,700,2.5,1725652529048,../sampling/generated_level/generated_level_1725652529048_17.txt,3.476278569286965,1.0,1,1.0,97.47318,-10,0.0
no pipes some enemies little blocks low elevation,700,2.5,1725652529048,../sampling/generated_level/generated_level_1725652529048_18.txt,2.175909465771878,0.65,1,1.0,80.82242,10,1.0
no pipes some enemies little blocks high elevation,700,2.5,1725652529048,../sampling/generated_level/generated_level_1725652529048_19.txt,3.2220695606166703,1.0,1,1.0,80.21562000000002,10,1.0
no pipes some enemies some blocks low elevation,700,2.5,1725652529048,../sampling/generated_level/generated_level_1725652529048_20.txt,3.196576173095925,1.0,1,1.0,81.50997000000001,-10,0.0
no pipes some enemies some blocks high elevation,700,2.5,1725652529048,../sampling/generated_level/generated_level_1725652529048_21.txt,2.944215876657996,0.88,1,1.0,61.544325,-30,0.0
no pipes some enemies many blocks low elevation,700,2.5,1725652529048,../sampling/generated_level/generated_level_1725652529048_22.txt,0.15369618246166072,0.05,1,1.0,62.418072499999994,10,1.0
no pipes some enemies many blocks high elevation,700,2.5,1725652529048,../sampling/generated_level/generated_level_1725652529048_23.txt,1.9452489743843702,0.58,1,1.0,86.728255,-40,0.0
no pipes many enemies little blocks low elevation,700,2.5,1725652550960,../sampling/generated_level/generated_level_1725652550960_24.txt,1.5510731866038792,0.47,1,1.0,63.481300000000005,10,1.0
no pipes many enemies little blocks high elevation,700,2.5,1725652550960,../sampling/generated_level/generated_level_1725652550960_25.txt,0.8725562489182657,0.26,1,1.0,91.863325,10,1.0
no pipes many enemies little blocks low elevation,700,2.5,1725652550961,../sampling/generated_level/generated_level_1725652550961_26.txt,-0.08477453943634372,0,1,1.0,75.01094499999999,10,1.0
no pipes many enemies little blocks high elevation,700,2.5,1725652550961,../sampling/generated_level/generated_level_1725652550961_27.txt,1.3808808083453492,0.41,1,1.0,101.34297,10,1.0
no pipes many enemies some blocks low elevation,700,2.5,1725652550961,../sampling/generated_level/generated_level_1725652550961_28.txt,3.493282018291568,1.0,-100,0.0,0.0,-50,0.0
no pipes many enemies some blocks high elevation,700,2.5,1725652550961,../sampling/generated_level/generated_level_1725652550961_29.txt,0.5745771947810707,0.17,1,1.0,63.562982,10,1.0
no pipes many enemies many blocks low elevation,700,2.5,1725652550961,../sampling/generated_level/generated_level_1725652550961_30.txt,2.58259199428535,0.77,-100,0.0,16.868803500000002,-30,0.0
no pipes many enemies many blocks high elevation,700,2.5,1725652550961,../sampling/generated_level/generated_level_1725652550961_31.txt,-0.04396606085784638,0,1,1.0,63.2813,10,1.0
little pipes no enemies little blocks low elevation,700,2.5,1725652572864,../sampling/generated_level/generated_level_1725652572864_32.txt,1.8583841492829174,0.56,1,1.0,83.274305,10,1.0
little pipes no enemies little blocks high elevation,700,2.5,1725652572864,../sampling/generated_level/generated_level_1725652572864_33.txt,2.415852082972755,0.72,1,1.0,57.387845000000006,10,1.0
little pipes no enemies some blocks low elevation,700,2.5,1725652572864,../sampling/generated_level/generated_level_1725652572864_34.txt,2.381239399849078,0.71,-100,0.0,63.781597999999995,10,1.0
little pipes no enemies some blocks high elevation,700,2.5,1725652572864,../sampling/generated_level/generated_level_1725652572864_35.txt,1.6256692119603096,0.49,1,1.0,101.81445500000001,10,1.0
little pipes no enemies many blocks low elevation,700,2.5,1725652572864,../sampling/generated_level/generated_level_1725652572864_36.txt,0.7181389722827899,0.22,1,1.0,95.973795,10,1.0
little pipes no enemies many blocks high elevation,700,2.5,1725652572864,../sampling/generated_level/generated_level_1725652572864_37.txt,2.5235722187057816,0.76,1,1.0,75.09814999999999,-10,0.0
little pipes little enemies little blocks low elevation,700,2.5,1725652572864,../sampling/generated_level/generated_level_1725652572864_38.txt,2.3855390536635444,0.72,-100,0.0,77.570065,10,1.0
little pipes little enemies little blocks high elevation,700,2.5,1725652572864,../sampling/generated_level/generated_level_1725652572864_39.txt,2.3820358371252075,0.71,1,1.0,63.461315,10,1.0
little pipes little enemies some blocks low elevation,700,2.5,1725652594736,../sampling/generated_level/generated_level_1725652594736_40.txt,1.6075576117386194,0.48,1,1.0,61.144325,10,1.0
little pipes little enemies some blocks high elevation,700,2.5,1725652594736,../sampling/generated_level/generated_level_1725652594736_41.txt,2.694054329569447,0.81,1,1.0,79.3955,10,1.0
little pipes little enemies many blocks low elevation,700,2.5,1725652594736,../sampling/generated_level/generated_level_1725652594736_42.txt,1.1588379250256082,0.35,1,1.0,63.22607,-10,0.0
little pipes little enemies many blocks high elevation,700,2.5,1725652594736,../sampling/generated_level/generated_level_1725652594736_43.txt,0.8291399502814625,0.25,1,1.0,45.95933,10,1.0
little pipes some enemies little blocks low elevation,700,2.5,1725652594736,../sampling/generated_level/generated_level_1725652594736_44.txt,2.7814536459234778,0.83,1,1.0,63.610851999999994,10,1.0
little pipes some enemies little blocks high elevation,700,2.5,1725652594736,../sampling/generated_level/generated_level_1725652594736_45.txt,2.904934137903975,0.87,1,1.0,41.672882,10,1.0
little pipes some enemies some blocks low elevation,700,2.5,1725652594736,../sampling/generated_level/generated_level_1725652594736_46.txt,2.372315134283502,0.71,1,1.0,108.81713,-20,0.0
little pipes some enemies some blocks high elevation,700,2.5,1725652594736,../sampling/generated_level/generated_level_1725652594736_47.txt,2.9280178772625334,0.88,-100,0.0,80.76448500000001,10,1.0
little pipes some enemies many blocks low elevation,700,2.5,1725652616630,../sampling/generated_level/generated_level_1725652616630_48.txt,0.37103593099138754,0.11,-100,0.0,0.0,10,1.0
little pipes some enemies many blocks high elevation,700,2.5,1725652616630,../sampling/generated_level/generated_level_1725652616630_49.txt,2.316557473916143,0.69,1,1.0,46.281825,-10,0.0
little pipes many enemies little blocks low elevation,700,2.5,1725652616630,../sampling/generated_level/generated_level_1725652616630_50.txt,2.7409480398059562,0.82,1,1.0,74.864945,10,1.0
little pipes many enemies little blocks high elevation,700,2.5,1725652616630,../sampling/generated_level/generated_level_1725652616630_51.txt,2.161494816701791,0.65,-100,0.0,0.0,10,1.0
little pipes many enemies some blocks low elevation,700,2.5,1725652616630,../sampling/generated_level/generated_level_1725652616630_52.txt,0.4897572337863394,0.15,1,1.0,47.224115000000005,-70,0.0
little pipes many enemies some blocks high elevation,700,2.5,1725652616631,../sampling/generated_level/generated_level_1725652616631_53.txt,2.0540615798155812,0.62,1,1.0,107.63321,-10,0.0
little pipes many enemies many blocks low elevation,700,2.5,1725652616631,../sampling/generated_level/generated_level_1725652616631_54.txt,0.19712305968879562,0.06,1,1.0,0.0,10,1.0
little pipes many enemies many blocks high elevation,700,2.5,1725652616631,../sampling/generated_level/generated_level_1725652616631_55.txt,1.4603009622071683,0.44,1,1.0,57.89111,-10,0.0
some pipes no enemies little blocks low elevation,700,2.5,1725652638560,../sampling/generated_level/generated_level_1725652638560_56.txt,3.2059245015407902,1.0,1,1.0,68.348685,10,1.0
